Date,Time,Latitude,Longitude,Number_of_Casualties,Road_Surface_Conditions,Weather_Conditions,Light_Conditions,Speed_Limit
2012-11-05,00:09:47,51.36158965189753,-0.16637182038946335,1,Wet / Damp,Snowing,Daylight,60
2012-11-05,03:32:43,51.61748697031409,-0.3210457881882287,3,Snow,Raining,Darkness - lights unlit,60
2012-11-05,16:26:05,51.61408114716513,0.07884743359553492,2,Snow,Snowing,Daylight,70
2012-11-05,19:20:15,51.39492708168156,-0.013740982286889691,4,Wet / Damp,Raining,Darkness - lights lit,40
2012-11-05,10:01:56,51.415466521070186,-0.0989256956601765,4,Dry,Snowing,Daylight,70
2012-11-05,23:49:11,51.6751951461838,-0.0007832480044289158,1,Frost / ice,Other,Darkness - lights unlit,50
2012-11-06,07:05:56,51.63026857839179,-0.33337153114861307,1,Flood (Over 3cm of water),Fine,Darkness - lights lit,40
2012-11-06,16:24:02,51.57911881322501,0.13515096522556513,2,Frost / ice,Fog,Darkness - lights lit,20
2012-11-06,05:01:39,51.33289328860424,0.2585302440162447,5,Frost / ice,Other,Daylight,40
2012-11-06,12:31:36,51.46730563236103,0.21288251533416225,3,Snow,Snowing,Daylight,60
2012-11-06,19:59:46,51.52372074883073,-0.2428514037543863,2,Wet / Damp,Raining,Daylight,50
2012-11-06,03:40:30,51.37496451519351,-0.17519538137433927,2,Dry,Fog,Darkness - lights unlit,60
2012-11-06,08:03:29,51.47929063284329,0.14672183983804898,1,Dry,Raining,Darkness - lights lit,20
2012-11-06,19:42:49,51.54041035099548,-0.023906295340316908,1,Wet / Damp,Raining,Darkness - lights lit,70
2012-11-06,09:24:26,51.43095067204616,-0.06166844505868063,5,Frost / ice,Fine,Darkness - lights lit,70
2012-11-07,23:24:06,51.6123779275802,0.24131357402675624,5,Wet / Damp,Snowing,Darkness - lights lit,50
2012-11-07,21:22:55,51.63617983265552,-0.07118003121835936,1,Wet / Damp,Fine,Darkness - lights lit,30
2012-11-07,11:37:35,51.42944378777363,-0.08804905633015209,4,Flood (Over 3cm of water),Raining,Darkness - lights unlit,70
2012-11-07,22:39:17,51.63546286179699,-0.46638512698691226,5,Flood (Over 3cm of water),Fine,Darkness - lights lit,60
2012-11-07,01:46:56,51.3414306264412,-0.4444664331278899,2,Frost / ice,Other,Daylight,60
2012-11-07,20:08:36,51.635091639449065,-0.49406375369547983,1,Snow,Raining,Darkness - lights unlit,40
2012-11-07,15:31:55,51.361100172667044,0.230595380626907,3,Dry,Raining,Darkness - lights unlit,50
2012-11-07,05:00:58,51.333170861003886,-0.17329067198583947,3,Flood (Over 3cm of water),Other,Darkness - lights lit,70
2012-11-07,21:17:17,51.55671016177641,-0.12515089909326993,4,Frost / ice,Raining,Daylight,70
2012-11-07,11:18:38,51.488774946302115,0.17630955807396964,1,Wet / Damp,Fog,Daylight,70
2012-11-08,09:03:22,51.66315624016514,-0.01260295169937764,2,Flood (Over 3cm of water),Fog,Darkness - lights lit,70
2012-11-08,20:44:18,51.44527567843634,-0.012398722887535074,4,Wet / Damp,Snowing,Darkness - lights unlit,60
2012-11-08,21:41:52,51.41486090537505,-0.26277245651615,2,Wet / Damp,Snowing,Darkness - lights lit,20
2012-11-08,16:07:47,51.50029396245768,0.16712669913961542,3,Flood (Over 3cm of water),Fine,Darkness - lights unlit,50
2012-11-08,07:38:36,51.48237847430747,-0.36733601916840497,2,Frost / ice,Fine,Darkness - lights lit,50
2012-11-08,00:18:09,51.43777121848687,-0.4574803262616417,3,Dry,Other,Daylight,40
2012-11-08,10:22:26,51.57749651947933,-0.34671731398517414,5,Frost / ice,Other,Darkness - lights lit,60
2012-11-08,20:44:23,51.60382473356557,-0.28581022498034825,3,Snow,Raining,Daylight,60
2012-11-08,02:54:47,51.64119358761206,-0.27415115371663457,3,Snow,Snowing,Darkness - lights lit,30
2012-11-09,00:02:35,51.68914264188414,0.03641087889501404,4,Dry,Snowing,Daylight,30
2012-11-09,18:44:54,51.406662476853,-0.32574033013708514,4,Snow,Snowing,Daylight,50
2012-11-09,21:10:29,51.58643739299598,0.0413266435959877,1,Wet / Damp,Snowing,Daylight,60
2012-11-09,10:42:27,51.457703294198296,-0.4270942614129602,1,Snow,Fine,Daylight,70
2012-11-09,07:59:55,51.57083278878044,-0.38223803112167276,3,Flood (Over 3cm of water),Fog,Daylight,40
2012-11-09,15:21:36,51.490392676139685,-0.09294284120720397,5,Wet / Damp,Other,Darkness - lights lit,60
2012-11-09,05:57:27,51.69750924110718,0.23751664206131418,1,Frost / ice,Other,Darkness - lights lit,40
2012-11-09,10:09:58,51.5915608543163,0.1876540710488912,3,Dry,Snowing,Darkness - lights lit,30
2012-11-09,11:36:54,51.680996520173736,0.27500275395424256,4,Flood (Over 3cm of water),Snowing,Darkness - lights unlit,70
2012-11-10,20:55:30,51.63398781979247,0.020383252222536785,1,Flood (Over 3cm of water),Fine,Daylight,20
2012-11-10,17:34:38,51.66116040446535,0.04065189313287365,1,Dry,Fine,Darkness - lights unlit,70
2012-11-10,15:17:57,51.62576767888587,1.8399145193637167e-05,3,Snow,Other,Daylight,60
2012-11-10,19:58:26,51.48366365215036,-0.0017448617134421252,3,Dry,Snowing,Daylight,70
2012-11-10,02:38:48,51.40071538133875,-0.38230372394593226,2,Dry,Snowing,Darkness - lights lit,70
2012-11-10,13:55:00,51.44812807018021,-0.06500883506885707,2,Snow,Other,Darkness - lights unlit,30
2012-11-10,02:16:19,51.308094493055975,-0.19114565323861937,5,Frost / ice,Fine,Daylight,20
2012-11-10,13:33:01,51.509597266985864,-0.14597022737816523,1,Dry,Other,Darkness - lights lit,20
2012-11-10,15:21:07,51.50202312010816,-0.08111954155261009,2,Snow,Fine,Darkness - lights unlit,30
2012-11-11,22:52:59,51.510100185932195,-0.39728306255819873,3,Flood (Over 3cm of water),Fine,Darkness - lights unlit,30
2012-11-11,06:39:12,51.689612489988825,-0.21240981291830413,1,Dry,Fine,Daylight,30
2012-11-11,14:56:38,51.66458160138194,-0.44924035129871714,2,Dry,Snowing,Daylight,40
2012-11-11,14:08:59,51.364685111332044,0.28373450433791936,5,Frost / ice,Other,Darkness - lights lit,50
2012-11-11,08:11:56,51.44755300862236,-0.4051775769438991,5,Frost / ice,Fine,Darkness - lights unlit,50
2012-11-11,15:42:06,51.4695824717853,-0.2931802091640364,5,Flood (Over 3cm of water),Fog,Darkness - lights unlit,50
2012-11-11,02:54:09,51.44421316714066,0.21303434136271782,5,Frost / ice,Fine,Daylight,70
2012-11-11,13:58:10,51.61939838544156,-0.11383196300868653,3,Flood (Over 3cm of water),Fine,Darkness - lights lit,40
2012-11-11,20:15:54,51.50961506794704,-0.39149023878349576,5,Dry,Fine,Darkness - lights unlit,30
2012-11-12,06:19:06,51.52883992678865,-0.19261556956852083,4,Snow,Raining,Daylight,50
2012-11-12,18:53:10,51.641205423595174,-0.40730560464689136,5,Frost / ice,Fog,Darkness - lights unlit,40
2012-11-12,16:20:10,51.62237126136615,-0.3398272023323986,2,Flood (Over 3cm of water),Snowing,Darkness - lights unlit,40
2012-11-12,23:08:17,51.35288460912812,-0.458376122440124,1,Frost / ice,Other,Darkness - lights unlit,30
2012-11-12,04:13:43,51.58556583363345,-0.14941800436072006,2,Frost / ice,Other,Darkness - lights lit,20
2012-11-12,20:03:57,51.47417445156081,0.1453088973802079,1,Wet / Damp,Other,Darkness - lights lit,40
2012-11-12,00:43:17,51.417859561225,-0.031224657040083592,3,Dry,Snowing,Darkness - lights lit,60
2012-11-12,18:14:37,51.320007528360875,-0.014923755612310574,1,Frost / ice,Fine,Darkness - lights lit,40
2012-11-12,00:44:19,51.49489982413818,-0.3395327759334077,4,Snow,Fog,Darkness - lights unlit,20
2012-11-13,20:42:47,51.44217467228981,-0.22488492539810678,5,Wet / Damp,Other,Darkness - lights lit,20
2012-11-13,04:10:37,51.400605215870556,0.17619368307266559,2,Flood (Over 3cm of water),Raining,Daylight,70
2012-11-13,12:58:58,51.57786869183879,-0.4297150525387884,1,Flood (Over 3cm of water),Raining,Daylight,60
2012-11-13,19:54:38,51.60779415492624,0.18634452293482706,2,Snow,Fog,Daylight,50
2012-11-13,03:21:49,51.39791580761177,-0.11304797898817148,5,Snow,Other,Daylight,40
2012-11-13,06:06:50,51.319778974671735,0.16971794506009386,3,Dry,Fine,Daylight,30
2012-11-13,02:26:27,51.6395010802261,-0.2455948644844797,5,Snow,Other,Daylight,70
2012-11-13,02:21:12,51.30398389648172,-0.22892563873358335,3,Flood (Over 3cm of water),Fine,Darkness - lights unlit,30
2012-11-13,06:29:43,51.67484499756859,0.10128389465851428,2,Dry,Other,Darkness - lights lit,60
2012-11-14,17:08:29,51.551047949593084,0.12799693871377615,3,Snow,Raining,Daylight,20
2012-11-14,19:23:05,51.428738654080526,-0.3162842576078826,3,Snow,Snowing,Daylight,50
2012-11-14,09:35:18,51.398591163830694,0.2782970598575245,3,Flood (Over 3cm of water),Fog,Darkness - lights lit,40
2012-11-14,14:58:29,51.303602265705784,-0.43240791660413685,3,Dry,Fine,Darkness - lights lit,40
2012-11-14,05:05:51,51.39418856680435,-0.4451976295182953,3,Wet / Damp,Snowing,Darkness - lights unlit,40
2012-11-14,19:20:24,51.35509132060685,-0.023596627771117762,1,Wet / Damp,Fine,Daylight,30
2012-11-14,14:48:50,51.54486648828926,0.07819261421729717,3,Dry,Fog,Daylight,50
2012-11-14,04:14:42,51.36661823543752,0.2687089033799791,3,Snow,Snowing,Daylight,60
2012-11-14,23:34:26,51.51145193501465,-0.17604337536091075,5,Snow,Snowing,Darkness - lights unlit,30
2012-11-15,06:02:58,51.53604656893779,-0.4797668728082935,5,Dry,Fog,Darkness - lights lit,20
2012-11-15,06:44:24,51.41921667933877,-0.01768292844287439,5,Wet / Damp,Fog,Darkness - lights unlit,50
2012-11-15,16:34:35,51.314025979607486,-0.26824318352098253,3,Frost / ice,Fine,Darkness - lights unlit,70
2012-11-15,01:24:35,51.31490155224568,-0.1536423030436782,5,Flood (Over 3cm of water),Snowing,Daylight,20
2012-11-15,21:05:48,51.31053893287756,-0.1092244142000518,1,Dry,Fog,Darkness - lights lit,40
2012-11-15,13:27:34,51.59564986685462,-0.44838991140957296,2,Frost / ice,Fine,Daylight,70
2012-11-15,07:52:45,51.42720388192572,-0.11121457234871773,5,Flood (Over 3cm of water),Other,Darkness - lights unlit,30
2012-11-15,20:12:46,51.618520074387064,-0.15894426655654814,5,Frost / ice,Fog,Darkness - lights unlit,50
2012-11-15,13:23:20,51.47269312953714,0.07003541222927456,1,Frost / ice,Snowing,Darkness - lights lit,70
2012-11-15,03:03:22,51.48119924033198,0.016532728969875676,4,Flood (Over 3cm of water),Other,Darkness - lights lit,30
2012-11-16,03:52:27,51.50515304100383,-0.35182742547955115,4,Frost / ice,Fog,Darkness - lights lit,50
2012-11-16,22:00:22,51.58521258255004,-0.33508886543168237,1,Wet / Damp,Raining,Daylight,40
2012-11-16,21:50:10,51.40940114633188,-0.2991950569805014,5,Dry,Snowing,Darkness - lights unlit,50
2012-11-16,14:29:02,51.34863493981341,-0.3568396477622581,2,Wet / Damp,Snowing,Darkness - lights lit,40
2012-11-16,15:38:27,51.52242293407659,0.025770559734773713,5,Wet / Damp,Fine,Darkness - lights lit,30
2012-11-16,01:14:53,51.43079104929709,0.2955441433602165,1,Flood (Over 3cm of water),Raining,Darkness - lights lit,30
2012-11-16,13:54:45,51.476996525467214,0.02168667241274924,1,Flood (Over 3cm of water),Fog,Daylight,70
2012-11-16,09:30:28,51.55877868333492,-0.014654763046967001,3,Flood (Over 3cm of water),Raining,Daylight,30
2012-11-16,22:07:56,51.497650296456506,-0.17205765331914202,1,Frost / ice,Fog,Daylight,40
2012-11-17,14:24:35,51.54811152684034,-0.24993579291219142,3,Frost / ice,Fine,Daylight,20
2012-11-17,08:47:35,51.51768000084545,0.22885900552518335,1,Dry,Other,Darkness - lights lit,20
2012-11-17,12:04:32,51.59591854877444,0.2752014993137224,3,Frost / ice,Raining,Darkness - lights unlit,50
2012-11-17,13:43:57,51.58237464708465,-0.10257905952981772,3,Dry,Snowing,Darkness - lights unlit,30
2012-11-17,13:43:36,51.513675956723446,-0.267839603594754,5,Wet / Damp,Fog,Darkness - lights lit,70
2012-11-17,16:35:11,51.57156120834389,0.11609776613581424,3,Dry,Raining,Darkness - lights unlit,20
2012-11-17,01:53:36,51.649423840909044,-0.3940345673064972,4,Dry,Fog,Daylight,60
2012-11-17,21:26:15,51.472908515115265,0.11247059011494531,1,Flood (Over 3cm of water),Raining,Daylight,30
2012-11-17,17:51:47,51.465105229099514,0.155158699449071,2,Frost / ice,Snowing,Daylight,70
2012-11-18,12:58:53,51.60569824834096,-0.4000768442982661,1,Snow,Fog,Darkness - lights lit,60
2012-11-18,03:07:20,51.5330215348168,0.281489175037251,5,Snow,Fog,Daylight,70
2012-11-18,19:49:23,51.32840271208903,0.28840983231078277,5,Flood (Over 3cm of water),Other,Daylight,20
2012-11-18,09:06:02,51.65684480627643,0.24937558346188105,3,Wet / Damp,Fine,Daylight,40
2012-11-18,02:17:39,51.31231324089505,-0.10317215247498851,5,Wet / Damp,Raining,Darkness - lights unlit,60
2012-11-18,13:55:39,51.5993585424839,-0.30314068617853723,5,Wet / Damp,Snowing,Darkness - lights lit,70
2012-11-18,04:07:29,51.603517657081724,-0.034392575294469596,1,Dry,Other,Darkness - lights lit,60
2012-11-18,22:42:48,51.68124443411278,-0.16405292922285142,4,Frost / ice,Other,Darkness - lights lit,30
2012-11-18,15:14:29,51.32165376336093,-0.3352410842262423,4,Wet / Damp,Fine,Darkness - lights unlit,50
2012-11-19,17:31:35,51.538742744313794,-0.1610588723057219,3,Snow,Snowing,Daylight,40
2012-11-19,19:41:50,51.47113622825082,0.031111868542072485,5,Dry,Raining,Darkness - lights lit,30
2012-11-19,06:32:47,51.432253181943814,-0.44326935137120715,5,Wet / Damp,Fog,Darkness - lights lit,70
2012-11-19,09:48:12,51.336127424119624,-0.23326559884318676,4,Wet / Damp,Fine,Daylight,30
2012-11-19,20:46:53,51.525061647868526,-0.48576408798973986,3,Frost / ice,Fog,Daylight,20
2012-11-19,14:20:31,51.491616290269846,0.09959640436934059,5,Frost / ice,Other,Darkness - lights unlit,50
2012-11-19,02:44:45,51.34182178326041,0.012553014093360626,3,Dry,Fog,Darkness - lights lit,70
2012-11-19,16:34:19,51.544995802838834,-0.44986229223842733,1,Snow,Raining,Darkness - lights lit,50
2012-11-19,15:05:06,51.59518124810118,0.27179004768157433,5,Flood (Over 3cm of water),Raining,Darkness - lights lit,40
2012-11-20,18:25:14,51.60691132042146,-0.48190275429831947,5,Snow,Fog,Darkness - lights unlit,40
2012-11-20,18:04:47,51.66214927530498,-0.028031482819129094,5,Frost / ice,Fog,Darkness - lights lit,50
2012-11-20,08:06:05,51.46378829675551,0.12109396943924466,4,Frost / ice,Fine,Darkness - lights lit,60
2012-11-20,16:22:09,51.68122910744886,0.13031705043577846,4,Flood (Over 3cm of water),Raining,Darkness - lights lit,70
2012-11-20,18:37:08,51.64617176203308,-0.472571891525437,5,Snow,Fog,Darkness - lights unlit,60
2012-11-20,13:50:12,51.41860062840957,0.22513210611235146,5,Snow,Snowing,Darkness - lights lit,30
2012-11-20,14:01:40,51.36371321493978,0.2347613375416978,1,Flood (Over 3cm of water),Fine,Darkness - lights lit,70
2012-11-20,21:59:11,51.474155758451204,-0.050887701476501845,1,Frost / ice,Fine,Darkness - lights unlit,50
2012-11-20,16:17:23,51.460759483182386,-0.11433344089028308,3,Dry,Fine,Darkness - lights lit,30
2012-11-21,12:28:20,51.530287722132485,-0.46410602954992014,3,Snow,Fine,Daylight,60
2012-11-21,11:55:46,51.5333544929311,-0.050436685992105046,4,Wet / Damp,Fog,Darkness - lights unlit,40
2012-11-21,02:10:51,51.59999479375199,-0.17249673458381537,2,Snow,Other,Daylight,70
2012-11-21,04:31:28,51.503955979282246,0.11824512592692493,1,Snow,Snowing,Daylight,50
2012-11-21,20:11:32,51.3419290563763,-0.1768931464911297,3,Snow,Other,Darkness - lights lit,20
2012-11-21,18:46:20,51.64331653422124,0.04686466665976785,1,Frost / ice,Other,Darkness - lights lit,30
2012-11-21,02:02:48,51.42390583327408,-0.41887348300997534,1,Wet / Damp,Fog,Darkness - lights lit,70
2012-11-21,23:43:56,51.68851898412264,-0.39363818338722645,2,Snow,Fine,Darkness - lights unlit,50
2012-11-21,12:53:23,51.34714404347191,-0.3882318474806733,1,Dry,Fine,Darkness - lights unlit,20
2012-11-22,02:32:48,51.683300468893,-0.46357960016020516,2,Wet / Damp,Fog,Darkness - lights unlit,30
2012-11-22,13:51:19,51.336404722753,-0.06693691258415696,2,Flood (Over 3cm of water),Fog,Daylight,60
2012-11-22,16:37:51,51.39241445517882,0.13517418083490884,1,Dry,Raining,Darkness - lights unlit,30
2012-11-22,08:56:14,51.31863197683462,-0.011671037045067112,1,Flood (Over 3cm of water),Fine,Darkness - lights unlit,40
2012-11-22,01:49:41,51.5820452586556,-0.04003609155771498,3,Snow,Snowing,Darkness - lights lit,70
2012-11-22,19:57:33,51.64011949462872,0.04449914272218913,1,Frost / ice,Raining,Daylight,30
2012-11-22,17:47:26,51.47362843272639,-0.22828374154238817,1,Snow,Other,Darkness - lights unlit,30
2012-11-22,13:47:58,51.67140883001697,-0.21043674268141688,1,Snow,Fine,Darkness - lights lit,70
2012-11-22,07:24:09,51.53611962870224,-0.24858392142326197,3,Flood (Over 3cm of water),Fog,Darkness - lights lit,70
2012-11-22,22:52:05,51.55200285417861,0.06968714628286043,2,Snow,Fog,Darkness - lights unlit,50
2012-11-23,04:02:47,51.63816768068031,-0.3706877314633805,3,Dry,Fog,Daylight,50
2012-11-23,22:20:04,51.418720082020734,-0.4895797757496605,1,Frost / ice,Fine,Daylight,60
2012-11-23,17:12:24,51.44170628853105,-0.023042842622006066,5,Flood (Over 3cm of water),Snowing,Darkness - lights unlit,40
2012-11-23,21:40:02,51.66238076767786,0.2539050917873644,1,Wet / Damp,Fog,Darkness - lights unlit,40
2012-11-23,08:00:03,51.66038539841551,-0.012473666402956218,3,Snow,Fine,Darkness - lights unlit,60
2012-11-23,05:03:50,51.69059311048035,0.1263373223527161,3,Flood (Over 3cm of water),Other,Daylight,20
2012-11-23,04:57:42,51.66073532657667,0.03823256757282412,4,Snow,Raining,Daylight,30
2012-11-23,12:02:35,51.35094881441334,-0.102050677181587,5,Snow,Fine,Darkness - lights lit,50
2012-11-23,08:40:59,51.6294897144548,0.07471392142707678,3,Flood (Over 3cm of water),Fine,Darkness - lights lit,70
2012-11-24,08:33:15,51.46393539124384,0.1592832990841775,2,Dry,Fog,Daylight,70
2012-11-24,02:26:10,51.69632054237838,-0.3202146846626416,1,Wet / Damp,Raining,Darkness - lights lit,60
2012-11-24,03:04:53,51.48891238573152,-0.23109561561348357,2,Snow,Raining,Daylight,70
2012-11-24,12:56:11,51.52153443300089,-0.3210194139973729,3,Dry,Fog,Darkness - lights lit,60
2012-11-24,00:03:13,51.51190996610272,-0.13826163552764714,3,Snow,Snowing,Darkness - lights unlit,50
2012-11-24,04:52:49,51.42869481194331,0.20805164073333415,2,Snow,Fine,Daylight,50
2012-11-24,03:06:30,51.330008835557166,-0.2238343193317341,2,Dry,Fog,Darkness - lights lit,70
2012-11-24,17:27:04,51.65826049216077,-0.2004264886955573,4,Snow,Snowing,Darkness - lights unlit,20
2012-11-24,11:52:32,51.621070325010514,0.18829378773754546,1,Wet / Damp,Fog,Darkness - lights lit,40
2012-11-25,08:58:47,51.355810712223864,-0.08770053540425982,2,Flood (Over 3cm of water),Other,Darkness - lights lit,50
2012-11-25,11:41:10,51.61070730854003,-0.07164080028205244,1,Dry,Snowing,Darkness - lights unlit,60
2012-11-25,23:52:05,51.550338666420245,0.18864096266577035,5,Frost / ice,Snowing,Darkness - lights unlit,30
2012-11-25,11:09:57,51.46365751516705,-0.10757861037962141,3,Snow,Raining,Daylight,20
2012-11-25,00:37:41,51.401608459638226,0.04524602770351627,2,Flood (Over 3cm of water),Fine,Darkness - lights lit,30
2012-11-25,07:21:52,51.643891513400895,-0.4314842673007514,5,Wet / Damp,Fog,Darkness - lights unlit,70
2012-11-25,01:51:56,51.58007530371762,-0.35709462949849174,3,Wet / Damp,Fog,Darkness - lights lit,30
2012-11-25,08:02:13,51.519095963787656,-0.1764990394270035,4,Frost / ice,Fine,Darkness - lights unlit,70
2012-11-25,01:12:58,51.543827413559384,-0.10412874574410008,3,Wet / Damp,Fine,Daylight,70
2012-11-26,11:16:23,51.33642647283287,0.2725869609889836,2,Flood (Over 3cm of water),Raining,Darkness - lights unlit,40
2012-11-26,23:42:51,51.48956790436448,0.27652130643823203,5,Frost / ice,Fine,Darkness - lights lit,30
2012-11-26,08:03:53,51.37748011711428,0.18095766998300933,5,Dry,Other,Darkness - lights lit,60
2012-11-26,06:40:00,51.38335347160353,-0.2475209317715404,5,Frost / ice,Raining,Daylight,60
2012-11-26,21:04:28,51.56452158491475,0.2712226326659518,3,Dry,Snowing,Daylight,50
2012-11-26,11:50:04,51.664502460733715,0.05147269174097013,1,Wet / Damp,Fine,Darkness - lights unlit,40
2012-11-26,18:58:56,51.46150264419134,-0.18564789774607965,1,Flood (Over 3cm of water),Snowing,Darkness - lights unlit,50
2012-11-26,20:31:09,51.38309970920488,0.06133993358781309,3,Snow,Raining,Darkness - lights lit,30
2012-11-26,01:30:10,51.559498774894664,-0.48678181617077876,2,Frost / ice,Other,Darkness - lights unlit,60
